,,SYS_MS,MAKE_CAN_ID(HEX),DATA(HEX)
RX,Exd,1422644373,1CEB56F4,02 78 00 FF FF FF FF FF 
RX,Exd,1422673592,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1422690446,1812F456,50 19 FE 0B 00 00 FD 00 
RX,Exd,1422713681,181356F4,16 50 02 4E 03 00 D0 00 
RX,Exd,1422724103,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1422740484,1812F456,50 19 FE 0B 00 00 FD 00 
RX,Exd,1422774104,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1422790972,1812F456,51 19 FE 0B 00 00 FD 00 
RX,Exd,1422824108,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1422840496,1812F456,51 19 FE 0B 00 00 FD 00 
RX,Exd,1422873609,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1422874195,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1422875786,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1422883707,1CEB56F4,01 4B 19 14 0C 51 21 41 
RX,Exd,1422890436,1812F456,51 19 FE 0B 00 00 FD 00 
RX,Exd,1422894381,1CEB56F4,02 78 00 FF FF FF FF FF 
RX,Exd,1422895477,1CECF456,13 09 00 02 FF 00 11 00 
TX,Exd,104155,0101FFEE,57 02 01 01 01 01 01 01 
TX,Exd,104156,0102FFEE,57 03 01 01 01 01 01 01 
RX,Exd,1422924116,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1422940499,1812F456,51 19 FE 0B 00 00 FD 00 
RX,Exd,1422963829,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1422973599,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1422990468,1812F456,51 19 FF 0B 00 00 FD 00 
RX,Exd,1423023609,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1423041000,1812F456,51 19 FF 0B 00 00 FD 00 
RX,Exd,1423073624,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1423090996,1812F456,51 19 FF 0B 00 00 FD 00 
RX,Exd,1423123615,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1423124208,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1423125477,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1423133729,1CEB56F4,01 4B 19 15 0C 51 21 41 
RX,Exd,1423140449,1812F456,51 19 FF 0B 00 00 FD 00 
RX,Exd,1423144411,1CEB56F4,02 78 00 FF FF FF FF FF 
RX,Exd,1423145771,1CECF456,13 09 00 02 FF 00 11 00 
RX,Exd,1423174291,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1423190493,1812F456,51 19 FF 0B 00 00 FD 00 
RX,Exd,1423213734,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1423223624,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1423240428,1812F456,51 19 FF 0B 00 00 FD 00 
RX,Exd,1423273639,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1423290420,1812F456,51 19 FF 0B 00 00 FD 00 
RX,Exd,1423323632,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1423341518,1812F456,51 19 FF 0B 00 00 FD 00 
RX,Exd,1423374140,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1423374735,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1423375546,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1423383749,1CEB56F4,01 4B 19 14 0C 51 21 41 
RX,Exd,1423390990,1812F456,51 19 FF 0B 00 00 FD 00 
RX,Exd,1423394462,1CEB56F4,02 78 00 FF FF FF FF FF 
RX,Exd,1423423640,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1423440468,1812F456,51 19 FF 0B 00 00 FD 00 
RX,Exd,1423463720,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1423473655,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1423490468,1812F456,52 19 FF 0B 00 00 FD 00 
RX,Exd,1423504227,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1423513781,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1423523647,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1423524876,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1423533796,18E4D0F3,FF 20 20 20 20 FF FF FF 
RX,Exd,1423540458,1812F456,52 19 FF 0B 00 00 FD 00 
RX,Exd,1423573645,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1423590467,1812F456,52 19 FF 0B 00 00 FD 00 
RX,Exd,1423623655,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1423624251,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1423641707,1812F456,52 19 FF 0B 00 00 FD 00 
RX,Exd,1423673671,181056F4,60 1B D0 07 02 00 00 00 
TX,Exd,104907,0101FFEE,56 03 01 01 01 01 01 01 
TX,Exd,104909,0102FFEE,56 04 01 01 01 01 01 01 
RX,Exd,1423690499,1812F456,52 19 FF 0B 00 00 FD 00 
RX,Exd,1423713756,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1423723660,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1423740420,1812F456,52 19 FF 0B 00 00 FD 00 
RX,Exd,1423774178,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1423790436,1812F456,52 19 FF 0B 00 00 FD 00 
RX,Exd,1423823670,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1423841015,1812F456,52 19 FF 0B 00 00 FD 00 
RX,Exd,1423873687,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1423875187,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1423890474,1812F456,52 19 FF 0B 00 00 FD 00 
RX,Exd,1423923675,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1423941051,1812F456,52 19 FF 0B 00 00 FD 00 
RX,Exd,1423963761,181356F4,23 50 02 4E 03 00 D0 00 
RX,Exd,1423973675,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1423990457,1812F456,52 19 FF 0B 00 00 FD 00 
RX,Exd,1424023687,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1424040703,1812F456,52 19 FF 0B 00 00 FD 00 
RX,Exd,1424074193,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1424090410,1812F456,52 19 FF 0B 00 00 FD 00 
RX,Exd,1424123693,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1424124375,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1424140457,1812F456,52 19 FF 0B 00 00 FD 00 
RX,Exd,1424173689,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1424190427,1812F456,53 19 FF 0B 00 00 FD 00 
RX,Exd,1424213812,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1424223702,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1424240999,1812F456,53 19 FF 0B 00 00 FD 00 
RX,Exd,1424274237,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1424290405,1812F456,53 19 FF 0B 00 00 FD 00 
RX,Exd,1424323712,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1424340420,1812F456,53 19 FF 0B 00 00 FD 00 
RX,Exd,1424374171,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1424374763,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1424390437,1812F456,53 19 FF 0B 00 00 FD 00 
TX,Exd,105660,0101FFEE,51 04 01 01 01 01 01 01 
TX,Exd,105662,0102FFEE,51 05 01 01 01 01 01 01 
RX,Exd,1424423717,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1424440483,1812F456,53 19 FF 0B 00 00 FD 00 
RX,Exd,1424463798,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1424474083,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1424490985,1812F456,53 19 FF 0B 00 00 FD 00 
RX,Exd,1424504952,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1424514191,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1424523727,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1424524967,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1424533874,18E4D0F3,FF 20 20 20 20 FF FF FF 
RX,Exd,1424540437,1812F456,53 19 FF 0B 00 00 FD 00 
RX,Exd,1424574093,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1424590881,1812F456,53 19 FF 0B 00 00 FD 00 
RX,Exd,1424623733,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1424624422,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1424640468,1812F456,53 19 FF 0B 00 00 FD 00 
RX,Exd,1424673734,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1424691065,1812F456,53 19 FF 0B 00 00 FD 00 
RX,Exd,1424713832,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1424723744,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1424740458,1812F456,53 19 FF 0B 00 00 FD 00 
RX,Exd,1424773735,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1424791061,1812F456,53 19 FF 0B 00 00 FD 00 
RX,Exd,1424823748,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1424840419,1812F456,53 19 FF 0B 00 00 FD 00 
RX,Exd,1424873749,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1424874339,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1424875781,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1424883849,1CEB56F4,01 4D 19 15 0C 51 21 41 
RX,Exd,1424890457,1812F456,54 19 FF 0B 00 00 FD 00 
RX,Exd,1424891040,1812F456,54 19 FF 0B 00 00 FD 00 
RX,Exd,1424893930,1CEB56F4,02 78 00 FF FF FF FF FF 
RX,Exd,1424923759,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1424940468,1812F456,54 19 FF 0B 00 00 FD 00 
RX,Exd,1424963842,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1424973752,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1424990483,1812F456,54 19 FF 0B 00 00 FD 00 
RX,Exd,1425023765,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1425040410,1812F456,54 19 FF 0B 00 00 FD 00 
RX,Exd,1425073763,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1425090422,1812F456,54 19 FF 0B 00 00 FD 00 
RX,Exd,1425123771,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1425124361,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1425140437,1812F456,54 19 FF 0B 00 00 FD 00 
RX,Exd,1425173768,181056F4,60 1B D0 07 02 00 00 00 
TX,Exd,106413,0101FFEE,50 05 01 01 01 01 01 01 
TX,Exd,106415,0102FFEE,50 06 01 01 01 01 01 01 
RX,Exd,1425190458,1812F456,54 19 FF 0B 00 00 FD 00 
RX,Exd,1425213874,181356F4,23 50 02 4E 03 00 D0 00 
RX,Exd,1425223780,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1425240467,1812F456,54 19 FF 0B 00 00 FD 00 
RX,Exd,1425273796,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1425290483,1812F456,54 19 FF 0B 00 00 FD 00 
RX,Exd,1425323773,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1425340426,1812F456,54 19 FF 0B 00 00 FD 00 
RX,Exd,1425373781,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1425374390,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1425375749,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1425383905,1CEB56F4,01 4E 19 16 0C 51 31 41 
RX,Exd,1425391083,1812F456,54 19 FF 0B 00 00 FD 00 
RX,Exd,1425393983,1CEB56F4,02 78 00 FF FF FF FF FF 
RX,Exd,1425395789,1CECF456,13 09 00 02 FF 00 11 00 
RX,Exd,1425423796,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1425440437,1812F456,54 19 FF 0B 00 00 FD 00 
RX,Exd,1425463874,181356F4,23 50 02 4E 03 00 D0 00 
RX,Exd,1425473812,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1425490457,1812F456,54 19 FF 0B 00 00 FD 00 
RX,Exd,1425504498,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1425513922,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1425523799,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1425524392,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1425533952,18E4D0F3,FF 20 20 20 20 FF FF FF 
RX,Exd,1425540393,1812F456,54 19 FF 0B 00 00 FD 00 
RX,Exd,1425573797,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1425590395,1812F456,54 19 FF 0B 00 00 FD 00 
RX,Exd,1425623811,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1425624401,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1425642097,1812F456,54 19 FF 0B 00 00 FD 00 
RX,Exd,1425673827,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1425690420,1812F456,55 19 FF 0B 00 00 FD 00 
RX,Exd,1425713911,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1425723804,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1425740440,1812F456,55 19 FF 0B 00 00 FD 00 
RX,Exd,1425773812,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1425790382,1812F456,55 19 FF 0B 00 00 FD 00 
RX,Exd,1425823827,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1425840468,1812F456,55 19 FF 0B 00 00 FD 00 
RX,Exd,1425873827,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1425874417,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1425875457,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1425883927,1CEB56F4,01 4F 19 16 0C 51 21 41 
RX,Exd,1425890420,1812F456,55 19 FF 0B 00 00 FD 00 
RX,Exd,1425894003,1CEB56F4,02 78 00 FF FF FF FF FF 
RX,Exd,1425895458,1CECF456,13 09 00 02 FF 00 11 00 
RX,Exd,1425923817,181056F4,60 1B D0 07 02 00 00 00 
TX,Exd,107166,0101FFEE,53 06 01 01 01 01 01 01 
TX,Exd,107168,0102FFEE,53 07 01 01 01 01 01 01 
RX,Exd,1425940405,1812F456,55 19 FF 0B 00 00 FD 00 
RX,Exd,1425963922,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1425973828,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1425990404,1812F456,55 19 FF 0B 00 00 FD 00 
RX,Exd,1426023842,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1426041028,1812F456,55 19 FF 0B 00 00 FD 00 
RX,Exd,1426073840,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1426090458,1812F456,55 19 FF 0B 00 00 FD 00 
RX,Exd,1426123832,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1426124436,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1426125514,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1426133971,1CEB56F4,01 4F 19 16 0C 51 21 41 
RX,Exd,1426141053,1812F456,55 19 FF 0B 00 00 FD 00 
RX,Exd,1426144004,1CEB56F4,02 78 00 FF FF FF FF FF 
RX,Exd,1426173843,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1426190438,1812F456,55 19 FF 0B 00 00 FD 00 
RX,Exd,1426213953,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1426223858,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1426240416,1812F456,55 19 FF 0B 00 00 FD 00 
RX,Exd,1426273854,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1426291007,1812F456,56 19 00 0C 00 00 FD 00 
RX,Exd,1426323847,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1426341046,1812F456,56 19 00 0C 00 00 FD 00 
RX,Exd,1426373859,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1426374468,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1426375435,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1426383966,1CEB56F4,01 4F 19 17 0C 51 21 41 
RX,Exd,1426390416,1812F456,56 19 00 0C 00 00 FD 00 
RX,Exd,1426394062,1CEB56F4,02 78 00 FF FF FF FF FF 
RX,Exd,1426423874,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1426440446,1812F456,56 19 00 0C 00 00 FD 00 
RX,Exd,1426463952,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1426473876,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1426490462,1812F456,56 19 00 0C 00 00 FD 00 
RX,Exd,1426504641,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1426513996,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1426523862,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1426524467,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1426534030,18E4D0F3,FF 20 20 20 20 FF FF FF 
RX,Exd,1426540458,1812F456,56 19 00 0C 00 00 FD 00 
RX,Exd,1426573873,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1426590423,1812F456,56 19 00 0C 00 00 FD 00 
RX,Exd,1426623895,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1426624479,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1426625425,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1426641375,1812F456,56 19 00 0C 00 00 FD 00 
RX,Exd,1426673889,181056F4,60 1B D0 07 02 00 00 00 
TX,Exd,107919,0101FFEE,52 07 01 01 01 01 01 01 
TX,Exd,107921,0102FFEE,52 08 01 01 01 01 01 01 
RX,Exd,1426692303,1812F456,56 19 00 0C 00 00 FD 00 
RX,Exd,1426713983,181356F4,16 50 02 4E 03 00 D0 00 
RX,Exd,1426723877,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1426740421,1812F456,56 19 00 0C 00 00 FD 00 
RX,Exd,1426773896,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1426790436,1812F456,56 19 00 0C 00 00 FD 00 
RX,Exd,1426823905,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1426840459,1812F456,56 19 00 0C 00 00 FD 00 
RX,Exd,1426873905,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1426874494,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1426890469,1812F456,56 19 00 0C 00 00 FD 00 
RX,Exd,1426923898,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1426940390,1812F456,56 19 00 0C 00 00 FD 00 
RX,Exd,1426963986,181356F4,23 50 02 4E 03 00 D0 00 
RX,Exd,1426973905,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1426990437,1812F456,56 19 00 0C 00 00 FD 00 
RX,Exd,1427023907,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1427040421,1812F456,56 19 00 0C 00 00 FD 00 
RX,Exd,1427073918,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1427090812,1812F456,57 19 00 0C 00 00 FD 00 
RX,Exd,1427123913,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1427124520,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1427140434,1812F456,57 19 00 0C 00 00 FD 00 
RX,Exd,1427173921,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1427190421,1812F456,57 19 00 0C 00 00 FD 00 
RX,Exd,1427214022,181356F4,17 50 02 4E 03 00 D0 00 
RX,Exd,1427223923,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1427241065,1812F456,57 19 00 0C 00 00 FD 00 
RX,Exd,1427273931,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1427290457,1812F456,57 19 00 0C 00 00 FD 00 
RX,Exd,1427323922,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1427340374,1812F456,57 19 00 0C 00 00 FD 00 
RX,Exd,1427373937,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1427374546,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1427375465,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1427384046,1CEB56F4,01 51 19 17 0C 51 21 41 
RX,Exd,1427390436,1812F456,57 19 00 0C 00 00 FD 00 
RX,Exd,1427394122,1CEB56F4,02 78 00 FF FF FF FF FF 
RX,Exd,1427423952,181056F4,60 1B D0 07 02 00 00 00 
TX,Exd,108672,0101FFEE,5D 08 01 01 01 01 01 01 
TX,Exd,108673,0102FFEE,5D 09 01 01 01 01 01 01 
RX,Exd,1427440391,1812F456,57 19 00 0C 00 00 FD 00 
RX,Exd,1427464031,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1427473946,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1427490423,1812F456,57 19 00 0C 00 00 FD 00 
RX,Exd,1427504533,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1427514072,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1427523939,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1427524546,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1427534109,18E4D0F3,FF 20 20 20 20 FF FF FF 
RX,Exd,1427540389,1812F456,57 19 00 0C 00 00 FD 00 
RX,Exd,1427573952,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1427590361,1812F456,57 19 00 0C 00 00 FD 00 
RX,Exd,1427591553,1812F456,57 19 00 0C 00 00 FD 00 
RX,Exd,1427623952,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1427624542,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1427640421,1812F456,57 19 00 0C 00 00 FD 00 
RX,Exd,1427673961,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1427690410,1812F456,58 19 00 0C 00 00 FD 00 
RX,Exd,1427714061,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1427723954,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1427741014,1812F456,58 19 00 0C 00 00 FD 00 
RX,Exd,1427773967,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1427790444,1812F456,58 19 00 0C 00 00 FD 00 
RX,Exd,1427823967,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1427840436,1812F456,58 19 00 0C 00 00 FD 00 
RX,Exd,1427873975,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1427874564,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1427890387,1812F456,58 19 00 0C 00 00 FD 00 
RX,Exd,1427923968,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1427940432,1812F456,58 19 00 0C 00 00 FD 00 
RX,Exd,1427964054,181356F4,23 50 02 4E 03 00 D0 00 
RX,Exd,1427973985,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1427990396,1812F456,58 19 00 0C 00 00 FD 00 
RX,Exd,1428023981,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1428040381,1812F456,58 19 00 0C 00 00 FD 00 
RX,Exd,1428073988,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1428090423,1812F456,58 19 00 0C 00 00 FD 00 
RX,Exd,1428123983,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1428124551,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1428173999,181056F4,60 1B D0 07 02 00 00 00 
TX,Exd,109424,0101FFEE,5C 09 01 01 01 01 01 01 
TX,Exd,109426,0102FFEE,5C 0A 01 01 01 01 01 01 
RX,Exd,1428192542,1812F456,58 19 00 0C 00 00 FD 00 
RX,Exd,1428215278,181356F4,23 50 02 4E 03 00 D0 00 
RX,Exd,1428224980,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1428240421,1812F456,58 19 00 0C 00 00 FD 00 
RX,Exd,1428274003,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1428290437,1812F456,58 19 00 0C 00 00 FD 00 
RX,Exd,1428324000,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1428340428,1812F456,58 19 00 0C 00 00 FD 00 
RX,Exd,1428374812,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1428376695,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1428380410,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1428390432,1812F456,58 19 00 0C 00 00 FD 00 
RX,Exd,1428394780,1CEB56F4,01 52 19 16 0C 51 31 41 
RX,Exd,1428404483,1CEB56F4,02 78 00 FF FF FF FF FF 
RX,Exd,1428405514,1CECF456,13 09 00 02 FF 00 11 00 
RX,Exd,1428424921,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1428440374,1812F456,58 19 00 0C 00 00 FD 00 
RX,Exd,1428466172,181356F4,23 50 02 4E 03 00 D0 00 
RX,Exd,1428474018,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1428490923,1812F456,59 19 00 0C 00 00 FD 00 
RX,Exd,1428504608,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1428514143,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1428524017,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1428525280,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1428540945,1812F456,59 19 00 0C 00 00 FD 00 
RX,Exd,1428574031,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1428590999,1812F456,59 19 00 0C 00 00 FD 00 
RX,Exd,1428624523,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1428627795,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1428640405,1812F456,59 19 00 0C 00 00 FD 00 
RX,Exd,1428644155,1CEB56F4,01 52 19 17 0C 52 21 41 
RX,Exd,1428656296,1CEB56F4,02 78 00 FF FF FF FF FF 
RX,Exd,1428674036,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1428690845,1812F456,59 19 00 0C 00 00 FD 00 
RX,Exd,1428714140,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1428724030,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1428740999,1812F456,59 19 00 0C 00 00 FD 00 
RX,Exd,1428774046,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1428790367,1812F456,59 19 00 0C 00 00 FD 00 
RX,Exd,1428824249,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1428840377,1812F456,59 19 00 0C 00 00 FD 00 
RX,Exd,1428874546,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1428876053,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1428890421,1812F456,59 19 00 0C 00 00 FD 00 
RX,Exd,1428894778,1CEB56F4,01 53 19 18 0C 52 21 41 
RX,Exd,1428904546,1CEB56F4,02 78 00 FF FF FF FF FF 
RX,Exd,1428905439,1CECF456,13 09 00 02 FF 00 11 00 
RX,Exd,1428924526,181056F4,60 1B D0 07 02 00 00 00 
TX,Exd,110177,0101FFEE,5F 0A 01 01 01 01 01 01 
RX,Exd,1428940385,1812F456,59 19 00 0C 00 00 FD 00 
TX,Exd,110179,0102FFEE,5F 0B 01 01 01 01 01 01 
