,,SYS_MS,MAKE_CAN_ID(HEX),DATA(HEX)
RX,Exd,1399502437,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1399511984,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1399522009,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1399532014,18E4D0F3,FF 20 20 20 20 FF FF FF 
TX,Exd,80787,0101FFEE,56 03 01 01 01 01 01 01 
TX,Exd,80789,0102FFEE,56 04 01 01 01 01 01 01 
RX,Exd,1399700530,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1399702129,100956F4,AA 00 00 00 00 00 00 00 
RX,Exd,1399950473,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1399951804,100956F4,AA 00 00 00 00 00 00 00 
RX,Exd,1400200788,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1400202167,100956F4,AA 00 00 00 00 00 00 00 
TX,Exd,81540,0101FFEE,51 04 01 01 01 01 01 01 
TX,Exd,81542,0102FFEE,51 05 01 01 01 01 01 01 
RX,Exd,1400450905,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1400451815,100956F4,AA 00 00 00 00 00 00 00 
RX,Exd,1400502583,18F1D0F3,A7 0E 00 95 0B 00 00 00 
RX,Exd,1400503409,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1400512081,18F2D0F3,62 01 00 06 00 00 00 00 
RX,Exd,1400512642,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1400522109,18F3D0F3,3C 0D 00 00 00 00 00 00 
RX,Exd,1400522671,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1400532093,18E4D0F3,FF 20 20 20 20 FF FF FF 
RX,Exd,1400700517,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1400702205,100956F4,AA 00 00 00 00 00 00 00 
RX,Exd,1400765786,100AF456,AA 00 00 00 00 00 00 00 
RX,Exd,1400791996,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1400792577,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1400841956,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1400892000,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1400941973,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1400992012,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1401010529,100AF456,AA 00 00 00 00 00 00 00 
RX,Exd,1401041971,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1401042539,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1401045710,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1401052086,1CEB56F4,01 0E 19 A9 0F 4E 81 41 
TX,Exd,82293,0101FFEE,50 05 01 01 01 01 01 01 
TX,Exd,82295,0102FFEE,50 06 01 01 01 01 01 01 
RX,Exd,1401062109,1CEB56F4,02 78 00 FF FF FF FF FF 
RX,Exd,1401092015,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1401141984,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1401192026,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1401241986,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1401260515,100AF456,AA 00 00 00 00 00 00 00 
RX,Exd,1401292030,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1401292598,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1401341998,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1401392041,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1401441995,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1401492055,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1401502622,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1401510753,100AF456,AA 00 00 00 00 00 00 00 
RX,Exd,1401512131,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1401522160,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1401532153,18E4D0F3,FF 20 20 20 20 FF FF FF 
RX,Exd,1401542015,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1401542576,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1401592057,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1401642018,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1401692061,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1401742030,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1401760523,100AF456,AA 00 00 00 00 00 00 00 
RX,Exd,1401792206,1CEC56F4,FF 01 FF FF FF 00 11 00 
RX,Exd,1401802359,081E56F4,F0 F0 F1 FC 00 00 00 00 
TX,Exd,83046,0101FFEE,53 06 01 01 01 01 01 01 
TX,Exd,83048,0102FFEE,53 07 01 01 01 01 01 01 
RX,Exd,1402010530,100AF456,AA 00 00 00 00 00 00 00 
RX,Exd,1402052015,081E56F4,F0 F0 F1 FC 00 00 00 00 
RX,Exd,1402260516,100AF456,AA 00 00 00 00 00 00 00 
RX,Exd,1402302421,081E56F4,F0 F0 F1 FC 00 00 00 00 
RX,Exd,1402502624,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1402510453,100AF456,AA 00 00 00 00 00 00 00 
RX,Exd,1402512198,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1402522223,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1402532226,18E4D0F3,FF 20 20 20 20 FF FF FF 
RX,Exd,1402552052,081E56F4,F0 F0 F1 FC 00 00 00 00 
TX,Exd,83799,0101FFEE,52 07 01 01 01 01 01 01 
TX,Exd,83801,0102FFEE,52 08 01 01 01 01 01 01 
RX,Exd,1402760530,100AF456,AA 00 00 00 00 00 00 00 
RX,Exd,1402790858,081FF456,FC F0 C4 FC 00 00 00 00 
RX,Exd,1402802413,081E56F4,F0 F0 F1 FC 00 00 00 00 
RX,Exd,1403040609,081FF456,FC F0 C4 FC 00 00 00 00 
RX,Exd,1403052093,081E56F4,F0 F0 F1 FC 00 00 00 00 
RX,Exd,1403290578,081FF456,FC F0 C4 FC 00 00 00 00 
RX,Exd,1403302598,081E56F4,F0 F0 F1 FC 00 00 00 00 
TX,Exd,84552,0101FFEE,5D 08 01 01 01 01 01 01 
TX,Exd,84554,0102FFEE,5D 09 01 01 01 01 01 01 
RX,Exd,1403502758,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1403512270,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1403522296,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1403532303,18E4D0F3,FF 20 20 20 20 FF FF FF 
RX,Exd,1403540577,081FF456,FC F0 C4 FC 00 00 00 00 
RX,Exd,1403552118,081E56F4,F0 F0 F1 FC 00 00 00 00 
RX,Exd,1403790561,081FF456,FC F0 C4 FC 00 00 00 00 
RX,Exd,1403802450,081E56F4,F0 F0 F1 FC 00 00 00 00 
RX,Exd,1404040565,081FF456,FC F0 C4 FC 00 00 00 00 
RX,Exd,1404052171,081E56F4,F0 F0 F1 FC 00 00 00 00 
TX,Exd,85305,0101FFEE,5C 09 01 01 01 01 01 01 
TX,Exd,85306,0102FFEE,5C 0A 01 01 01 01 01 01 
RX,Exd,1404290537,081FF456,FC F0 C4 FC 00 00 00 00 
RX,Exd,1404302485,081E56F4,F0 F0 F1 FC 00 00 00 00 
RX,Exd,1404502763,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1404512346,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1404522374,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1404532368,18E4D0F3,FF 20 20 20 20 FF FF FF 
RX,Exd,1404540564,081FF456,FC F0 C4 FC 00 00 00 00 
RX,Exd,1404552193,081E56F4,F0 F0 F1 FC 00 00 00 00 
RX,Exd,1404760688,1801F456,00 00 00 00 00 35 39 31 
TX,Exd,86058,0101FFEE,5F 0A 01 01 01 01 01 01 
TX,Exd,86059,0102FFEE,5F 0B 01 01 01 01 01 01 
RX,Exd,1405010675,1801F456,00 00 00 00 00 35 39 31 
RX,Exd,1405032421,1CEC56F4,10 31 00 07 FF 00 02 00 
RX,Exd,1405035714,1CECF456,11 07 01 FF FF 00 02 00 
RX,Exd,1405042405,1CEB56F4,01 01 01 00 03 D0 11 26 
RX,Exd,1405052390,1CEB56F4,02 18 43 41 54 4C FF FF 
RX,Exd,1405062398,1CEB56F4,03 FF FF FF FF FF 22 00 
RX,Exd,1405072405,1CEB56F4,04 00 FF FF FF FF FF FF 
RX,Exd,1405082412,1CEB56F4,05 FF FF FF FF FF FF FF 
RX,Exd,1405092441,1CEB56F4,06 FF FF FF FF FF FF 17 
RX,Exd,1405102733,1CEB56F4,07 0E 0B 07 E4 FF FF FF 
RX,Exd,1405105687,1CECF456,13 31 00 07 FF 00 02 00 
RX,Exd,1405110675,1801F456,AA 00 00 00 00 35 39 31 
RX,Exd,1405162405,1CEC56F4,10 0D 00 02 FF 00 06 00 
RX,Exd,1405165707,1CECF456,11 02 01 FF FF 00 06 00 
RX,Exd,1405172390,1CEB56F4,01 77 01 00 00 03 0B 60 
RX,Exd,1405182378,1CEB56F4,02 1B 73 8A 02 13 19 FF 
RX,Exd,1405185721,1CECF456,13 0D 00 02 FF 00 06 00 
RX,Exd,1405190671,1807F456,48 05 08 31 10 19 20 00 
RX,Exd,1405195686,1808F456,4C 1D D0 07 D0 07 A0 0F 
RX,Exd,1405212168,100956F4,00 00 00 00 00 00 00 00 
RX,Exd,1405431233,1807F456,49 05 08 31 10 19 20 00 
RX,Exd,1405462170,100956F4,00 00 00 00 00 00 00 00 
RX,Exd,1405502858,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1405512422,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1405522452,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1405532442,18E4D0F3,FF 20 20 20 20 FF FF FF 
TX,Exd,86810,0101FFEE,5E 0B 01 01 01 01 01 01 
TX,Exd,86812,0102FFEE,5E 0C 01 01 01 01 01 01 
RX,Exd,1405681264,1807F456,49 05 08 31 10 19 20 00 
RX,Exd,1405685724,1808F456,4C 1D D0 07 D0 07 A0 0F 
RX,Exd,1405712202,100956F4,00 00 00 00 00 00 00 00 
RX,Exd,1405930663,1807F456,49 05 08 31 10 19 20 00 
RX,Exd,1405962212,100956F4,AA 00 00 00 00 00 00 00 
RX,Exd,1406181845,1807F456,49 05 08 31 10 19 20 00 
RX,Exd,1406185695,1808F456,4C 1D D0 07 D0 07 A0 0F 
RX,Exd,1406212229,100956F4,AA 00 00 00 00 00 00 00 
TX,Exd,87563,0101FFEE,59 0C 01 01 01 01 01 01 
TX,Exd,87565,0102FFEE,59 0D 01 01 01 01 01 01 
RX,Exd,1406431218,1807F456,50 05 08 31 10 19 20 00 
RX,Exd,1406462249,100956F4,AA 00 00 00 00 00 00 00 
RX,Exd,1406465784,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1406502899,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1406512499,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1406522530,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1406532515,18E4D0F3,FF 20 20 20 20 FF FF FF 
RX,Exd,1406711111,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1406712286,100956F4,AA 00 00 00 00 00 00 00 
RX,Exd,1406960812,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1406962275,100956F4,AA 00 00 00 00 00 00 00 
TX,Exd,88316,0101FFEE,58 0D 01 01 01 01 01 01 
TX,Exd,88318,0102FFEE,58 0E 01 01 01 01 01 01 
RX,Exd,1407210704,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1407212304,100956F4,AA 00 00 00 00 00 00 00 
RX,Exd,1407460411,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1407462327,100956F4,AA 00 00 00 00 00 00 00 
RX,Exd,1407503045,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1407512577,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1407522609,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1407532599,18E4D0F3,FF 20 20 20 20 FF FF FF 
RX,Exd,1407710724,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1407712359,100956F4,AA 00 00 00 00 00 00 00 
TX,Exd,89068,0101FFEE,5B 0E 01 01 01 01 01 01 
TX,Exd,89070,0102FFEE,5B 0F 01 01 01 01 01 01 
RX,Exd,1407961179,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1407962374,100956F4,AA 00 00 00 00 00 00 00 
RX,Exd,1408210453,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1408212380,100956F4,AA 00 00 00 00 00 00 00 
RX,Exd,1408460392,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1408462405,100956F4,AA 00 00 00 00 00 00 00 
RX,Exd,1408503102,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1408512655,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1408522670,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1408532670,18E4D0F3,FF 20 20 20 20 FF FF FF 
TX,Exd,89822,0101FFEE,5A 0F 01 01 01 01 01 01 
TX,Exd,89824,0102FFEE,5A 00 01 01 01 01 01 01 
RX,Exd,1408710402,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1408712437,100956F4,AA 00 00 00 00 00 00 00 
RX,Exd,1408960369,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1408962426,100956F4,AA 00 00 00 00 00 00 00 
RX,Exd,1409210436,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1409212457,100956F4,AA 00 00 00 00 00 00 00 
TX,Exd,90575,0101FFEE,55 00 01 01 01 01 01 01 
TX,Exd,90576,0102FFEE,55 01 01 01 01 01 01 01 
RX,Exd,1409460404,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1409462489,100956F4,AA 00 00 00 00 00 00 00 
RX,Exd,1409503201,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1409512752,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1409522766,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1409532770,18E4D0F3,FF 20 20 20 20 FF FF FF 
RX,Exd,1409710509,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1409712514,100956F4,AA 00 00 00 00 00 00 00 
RX,Exd,1409960396,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1409962499,100956F4,AA 00 00 00 00 00 00 00 
TX,Exd,91327,0101FFEE,54 01 01 01 01 01 01 01 
TX,Exd,91329,0102FFEE,54 02 01 01 01 01 01 01 
RX,Exd,1410210380,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1410212532,100956F4,AA 00 00 00 00 00 00 00 
RX,Exd,1410460358,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1410462543,100956F4,AA 00 00 00 00 00 00 00 
RX,Exd,1410503296,18F1D0F3,A7 0E 00 95 0B 00 00 00 
RX,Exd,1410503835,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1410512821,18F2D0F3,62 01 00 06 00 00 00 00 
RX,Exd,1410513381,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1410522843,18F3D0F3,3C 0D 00 00 00 00 00 00 
RX,Exd,1410523415,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1410532828,18E4D0F3,FF 20 20 20 20 FF FF FF 
RX,Exd,1410710353,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1410712576,100956F4,AA 00 00 00 00 00 00 00 
TX,Exd,92080,0101FFEE,57 02 01 01 01 01 01 01 
TX,Exd,92082,0102FFEE,57 03 01 01 01 01 01 01 
RX,Exd,1410960375,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1410962577,100956F4,AA 00 00 00 00 00 00 00 
RX,Exd,1411210641,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1411212609,100956F4,AA 00 00 00 00 00 00 00 
RX,Exd,1411460343,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1411462618,100956F4,AA 00 00 00 00 00 00 00 
RX,Exd,1411503349,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1411512889,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1411522899,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1411532911,18E4D0F3,FF 20 20 20 20 FF FF FF 
TX,Exd,92833,0101FFEE,56 03 01 01 01 01 01 01 
TX,Exd,92835,0102FFEE,56 04 01 01 01 01 01 01 
RX,Exd,1411710635,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1411712655,100956F4,AA 00 00 00 00 00 00 00 
RX,Exd,1411960358,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1411962655,100956F4,AA 00 00 00 00 00 00 00 
RX,Exd,1412210343,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1412212686,100956F4,AA 00 00 00 00 00 00 00 
TX,Exd,93585,0101FFEE,51 04 01 01 01 01 01 01 
TX,Exd,93587,0102FFEE,51 05 01 01 01 01 01 01 
RX,Exd,1412460351,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1412462691,100956F4,AA 00 00 00 00 00 00 00 
RX,Exd,1412503439,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1412512951,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1412522972,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1412532983,18E4D0F3,FF 20 20 20 20 FF FF FF 
RX,Exd,1412710359,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1412712726,100956F4,AA 00 00 00 00 00 00 00 
RX,Exd,1412960671,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1412962733,100956F4,AA 00 00 00 00 00 00 00 
TX,Exd,94367,0101FFEE,50 05 01 01 01 01 01 01 
TX,Exd,94368,0102FFEE,50 06 01 01 01 01 01 01 
RX,Exd,1413210332,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1413212765,100956F4,AA 00 00 00 00 00 00 00 
RX,Exd,1413460593,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1413462760,100956F4,AA 00 00 00 00 00 00 00 
RX,Exd,1413503495,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1413513027,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1413523041,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1413533061,18E4D0F3,FF 20 20 20 20 FF FF FF 
RX,Exd,1413710999,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1413712801,100956F4,AA 00 00 00 00 00 00 00 
TX,Exd,95119,0101FFEE,53 06 01 01 01 01 01 01 
TX,Exd,95121,0102FFEE,53 07 01 01 01 01 01 01 
RX,Exd,1413960374,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1413962811,100956F4,AA 00 00 00 00 00 00 00 
RX,Exd,1414210651,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1414213520,100956F4,AA 00 00 00 00 00 00 00 
RX,Exd,1414460657,100AF456,00 00 00 00 00 00 00 00 
RX,Exd,1414462835,100956F4,AA 00 00 00 00 00 00 00 
RX,Exd,1414504285,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1414513098,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1414524917,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1414534312,18E4D0F3,FF 20 20 20 20 FF FF FF 
RX,Exd,1414595348,100AF456,AA 00 00 00 00 00 00 00 
RX,Exd,1414622981,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1414623562,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1414625624,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1414633102,1CEB56F4,01 10 19 A9 0F 4E 31 41 
TX,Exd,95873,0101FFEE,52 07 01 01 01 01 01 01 
TX,Exd,95875,0102FFEE,52 08 01 01 01 01 01 01 
RX,Exd,1414643139,1CEB56F4,02 78 00 FF FF FF FF FF 
RX,Exd,1414645640,1CECF456,13 09 00 02 FF 00 11 00 
RX,Exd,1414651719,1812F456,0F 19 A0 0F 00 00 FD 00 
RX,Exd,1414673483,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1414690546,1812F456,0F 19 A0 0F 00 00 FD 00 
RX,Exd,1414713515,181356F4,23 50 02 4E 03 00 D0 00 
RX,Exd,1414722984,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1414741124,1812F456,0F 19 A0 0F 00 00 FD 00 
RX,Exd,1414773964,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1414790550,1812F456,0F 19 A0 0F 00 00 FD 00 
RX,Exd,1414822996,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1414840531,1812F456,0F 19 A0 0F 00 00 FD 00 
RX,Exd,1414872995,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1414874160,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1414875869,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1414883691,1CEB56F4,01 10 19 A9 0F 4E 31 41 
RX,Exd,1414890712,1812F456,0F 19 A0 0F 00 00 FD 00 
RX,Exd,1414893189,1CEB56F4,02 78 00 FF FF FF FF FF 
RX,Exd,1414922999,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1414941140,1812F456,0F 19 A0 0F 00 00 FD 00 
RX,Exd,1414963080,181356F4,23 50 02 4E 03 00 D0 00 
RX,Exd,1414973015,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1414992286,1812F456,0E 19 A0 0F 00 00 FD 00 
RX,Exd,1415023008,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1415040918,1812F456,0E 19 A0 0F 00 00 FD 00 
RX,Exd,1415073021,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1415091094,1812F456,0D 19 A0 0F 00 00 FD 00 
RX,Exd,1415123015,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1415123580,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1415125579,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1415133732,1CEB56F4,01 11 19 DF 0D 4E 31 41 
RX,Exd,1415141670,1812F456,0D 19 A0 0F 00 00 FD 00 
RX,Exd,1415143784,1CEB56F4,02 78 00 FF FF FF FF FF 
RX,Exd,1415173030,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1415190842,1812F456,0D 19 A0 0F 00 00 FD 00 
RX,Exd,1415213110,181356F4,0A 50 02 4E 03 00 D0 00 
RX,Exd,1415223515,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1415241093,1812F456,0D 19 A0 0F 00 00 FD 00 
RX,Exd,1415273034,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1415291132,1812F456,0D 19 A0 0F 00 00 FD 00 
RX,Exd,1415324514,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1415341083,1812F456,0D 19 A0 0F 00 00 FD 00 
RX,Exd,1415373047,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1415373608,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1415375867,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1415383806,1CEB56F4,01 2B 19 F4 0B 50 21 41 
RX,Exd,1415390530,1812F456,0D 19 A0 0F 00 00 FD 00 
RX,Exd,1415393865,1CEB56F4,02 78 00 FF FF FF FF FF 
TX,Exd,96625,0101FFEE,5D 08 01 01 01 01 01 01 
TX,Exd,96627,0102FFEE,5D 09 01 01 01 01 01 01 
RX,Exd,1415423041,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1415441155,1812F456,0D 19 A0 0F 00 00 FD 00 
RX,Exd,1415463140,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1415473042,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1415490515,1812F456,0D 19 A0 0F 00 00 FD 00 
RX,Exd,1415503599,18E1D0F3,64 61 31 32 31 31 32 34 
RX,Exd,1415513164,18E2D0F3,2F 33 37 39 30 33 31 20 
RX,Exd,1415523046,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1415524270,18E3D0F3,20 20 20 20 20 20 20 20 
RX,Exd,1415533828,18E4D0F3,FF 20 20 20 20 FF FF FF 
RX,Exd,1415540577,1812F456,0D 19 A0 0F 00 00 FD 00 
RX,Exd,1415573556,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1415590550,1812F456,0D 19 A0 0F 00 00 FD 00 
RX,Exd,1415623056,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1415624165,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1415626144,1CECF456,11 02 01 FF FF 00 11 00 
RX,Exd,1415633203,1CEB56F4,01 3A 19 FD 0B 50 01 41 
RX,Exd,1415641521,1812F456,0D 19 A0 0F 00 00 FD 00 
RX,Exd,1415643217,1CEB56F4,02 78 00 FF FF FF FF FF 
RX,Exd,1415645606,1CECF456,13 09 00 02 FF 00 11 00 
RX,Exd,1415673053,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1415691187,1812F456,28 19 67 0E 00 00 FD 00 
RX,Exd,1415713171,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1415723061,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1415740547,1812F456,28 19 67 0E 00 00 FD 00 
RX,Exd,1415773077,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1415790524,1812F456,28 19 DD 0C 00 00 FD 00 
RX,Exd,1415823069,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1415841280,1812F456,28 19 DD 0C 00 00 FD 00 
RX,Exd,1415873071,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1415873678,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1415890548,1812F456,3D 19 DD 0C 00 00 FD 00 
RX,Exd,1415923077,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1415940572,1812F456,3D 19 DD 0C 00 00 FD 00 
RX,Exd,1415963157,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1415973092,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1415990514,1812F456,3F 19 FC 0B 00 00 FD 00 
RX,Exd,1416023081,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1416040530,1812F456,3F 19 FC 0B 00 00 FD 00 
RX,Exd,1416073081,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1416090524,1812F456,41 19 F6 0B 00 00 FD 00 
RX,Exd,1416123092,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1416123685,1CEC56F4,10 09 00 02 FF 00 11 00 
RX,Exd,1416140558,1812F456,41 19 F6 0B 00 00 FD 00 
TX,Exd,97378,0101FFEE,5C 09 01 01 01 01 01 01 
TX,Exd,97380,0102FFEE,5C 0A 01 01 01 01 01 01 
RX,Exd,1416173109,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1416191206,1812F456,42 19 F6 0B 00 00 FD 00 
RX,Exd,1416213192,181356F4,22 50 02 4E 03 00 D0 00 
RX,Exd,1416223096,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1416240588,1812F456,42 19 F6 0B 00 00 FD 00 
RX,Exd,1416273100,181056F4,60 1B D0 07 02 00 00 00 
RX,Exd,1416290532,1812F456,42 19 F6 0B 00 00 FD 00 
RX,Exd,1416323109,181056F4,60 1B D0 07 02 00 00 00 
